City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Baltimore,"Utilize water conservation elements such as green roofs, rain gardens, cisterns, and bioswales on residential, commercial, industrial, and City- owned properties to capture stormwater (S-M)",,Water supply,green infrastructure;water conservation,Infrastructure
Baltimore,Discourage new public projects in hazard-prone areas such as ﬂoodplains or the coastal high hazard areas,Coastal flood;Permanent inundation;Storm surge,,land use,Infrastructure
Baltimore,Enhance and strengthen waterfront zoning and permitting (L),Rain storm;Flash / surface flood;River flood,,land use,Infrastructure
Baltimore,Review and enhance coastal area design guidelines to better mitigate the impacts of ﬂooding (L),Coastal flood;Permanent inundation;Storm surge,,land use,Infrastructure
Baltimore,Add pumps or other mitigation alternatives to streets as they are redeveloped (if needed) (L),Flash / surface flood;Rain storm,Transportation,physical infrastructure,Infrastructure
Baltimore,Assess need for new culvert capacity and identify where upgrades are needed (L),Flash / surface flood;Rain storm;River flood,Wastewater/stormwater management,physical infrastructure,Infrastructure
Baltimore,Design and implement ﬂoodgates and barriers in transportation tunnels (L),Flash / surface flood;Rain storm;River flood,Transportation;Wastewater/stormwater management,physical infrastructure,Infrastructure
Baltimore,Design pavement sections and materials that withstand longer periods of extreme heat events,Heat wave;Extreme hot days,Transportation,physical infrastructure,Infrastructure
Baltimore,"Evaluate and protect low laying infrastructure - switching vaults, conduit and transformers",Coastal flood;Storm surge; Flash / surface flood,Energy delivery,physical infrastructure,Infrastructure
Baltimore,"Identify, harden, and water seal critical infrastructure relative to electrical, heating, and ventilation hardware within the ﬂood plain",Coastal flood;Storm surge; Flash / surface flood,Energy delivery;Emergency services,physical infrastructure,Infrastructure
Baltimore,Install backﬂow-prevention devices or other appropriate technology along waterfront to reduce ﬂood risk (M-L),Coastal flood;Storm surge; Flash / surface flood,,physical infrastructure,Infrastructure
Baltimore,Install external generator hookups for critical City facilities that depend on mobile generators for backup power,,Energy delivery;Government continuity;Emergency services,physical infrastructure,Infrastructure
Baltimore,Partner with the Public Service Commission and the local electric utility to evaluate protecting power and utility lines from all hazards,Severe wind,Energy delivery ,physical infrastructure,Infrastructure
Baltimore,"Prioritize infrastructure upgrades for roads identiﬁed at risk of ﬂooding through the use of elevation data and Sea, Lake and Overland Surges from Hurricanes (SLOSH) model results (L)",Flash / surface flood;Rain storm;River flood;Coastal flood,Transportation,physical infrastructure,Infrastructure
Baltimore,Prioritize storm drain upgrades and replacement in areas with reoccurring ﬂooding (S),Flash / surface flood;Rain storm;River flood;Coastal flood,Wastewater/stormwater management,physical infrastructure,Infrastructure
Baltimore,Raise bulkhead height along shoreline areas most at risk (L),Coastal flood;Storm surge,,physical infrastructure,Infrastructure
Baltimore,Raise streets in identiﬁed ﬂood prone areas as they are redeveloped (L),Flash / surface flood;Rain storm;River flood;Coastal flood,Transportation,physical infrastructure,Infrastructure
Baltimore,Repair leaks and improve connection from all City reservoirs and the Susquehanna River (S-L),,Water supply,physical infrastructure,Infrastructure
Baltimore,Replace old and malfunctioning pipes with new pipes or retroﬁt existing pipes with new lining,,Water supply,physical infrastructure,Infrastructure
Baltimore,Retroﬁt and harden low-laying pumping stations and treatment plants in ﬂood hazard areas (L),Flash / surface flood;Rain storm;River flood;Coastal flood,Water supply,physical infrastructure,Infrastructure
Baltimore,Support the Maryland Public Service Commission’s eﬀort to accelerate replacement of aging natural gas infrastructure which will harden the system against ﬂooding,Flash / surface flood;Rain storm;River flood;Coastal flood,,physical infrastructure,Infrastructure
Baltimore,Upgrade existing ﬂoodgate hardware and mechanisms to control rise rate of water into all city tunnels (L),Flash / surface flood;Rain storm;River flood;Coastal flood,,physical infrastructure,Infrastructure
